0.004770,-0.0352,0.0663,1.0117,1.014
0.005039,-0.0323,0.0641,1.0119,1.014
0.005217,-0.0340,0.0646,1.0126,1.015
0.005400,-0.0357,0.0622,1.0107,1.013
0.005688,-0.0318,0.0614,1.0095,1.012
0.005814,-0.0323,0.0644,1.0104,1.013
0.005931,-0.0320,0.0631,1.0117,1.014
0.006045,-0.0325,0.0634,1.0122,1.015
0.008640,-0.0333,0.0622,1.0148,1.017
0.009202,-0.0333,0.0649,1.0166,1.019
0.010528,-0.0330,0.0651,1.0122,1.015
0.010737,-0.0330,0.0624,1.0136,1.016
0.016932,-0.0347,0.0605,1.0107,1.013
0.017192,-0.0340,0.0634,1.0156,1.018
0.023777,-0.0335,0.0644,1.0166,1.019
0.024068,-0.0330,0.0617,1.0139,1.016
0.024779,-0.0335,0.0634,1.0129,1.015
0.024920,-0.0330,0.0639,1.0122,1.015
0.030041,-0.0345,0.0639,1.0126,1.015
0.030930,-0.0328,0.0605,1.0109,1.013
0.034057,-0.0333,0.0622,1.0097,1.012
0.034283,-0.0338,0.0641,1.0095,1.012
0.039405,-0.0333,0.0631,1.0168,1.019
0.039864,-0.0333,0.0631,1.0141,1.017
0.044010,-0.0347,0.0627,1.0175,1.020
0.044214,-0.0335,0.0641,1.0136,1.016
0.048598,-0.0355,0.0656,1.0124,1.015
0.048722,-0.0347,0.0653,1.0126,1.015
0.053009,-0.0335,0.0624,1.0151,1.018
0.053231,-0.0338,0.0627,1.0129,1.015
0.058893,-0.0333,0.0631,1.0102,1.013
0.059085,-0.0335,0.0624,1.0107,1.013
0.064085,-0.0342,0.0651,1.0124,1.015
0.064730,-0.0333,0.0639,1.0153,1.018
0.067994,-0.0367,0.0619,1.0151,1.018
0.068304,-0.0342,0.0641,1.0114,1.014
0.072648,-0.0333,0.0617,1.0156,1.018
0.072863,-0.0328,0.0624,1.0136,1.016
0.077781,-0.0345,0.0607,1.0119,1.014
0.078157,-0.0330,0.0634,1.0139,1.016
0.081607,-0.0340,0.0617,1.0102,1.013
0.081848,-0.0335,0.0622,1.0119,1.014
0.087056,-0.0328,0.0627,1.0126,1.015
0.087885,-0.0335,0.0631,1.0136,1.016
0.091464,-0.0330,0.0627,1.0141,1.017
0.091760,-0.0347,0.0649,1.0139,1.017
0.104534,-0.0350,0.0622,1.0144,1.017
0.104910,-0.0320,0.0649,1.0136,1.016
0.105091,-0.0338,0.0629,1.0134,1.016
0.105267,-0.0318,0.0631,1.0131,1.016
0.106084,-0.0335,0.0624,1.0134,1.016
0.106313,-0.0338,0.0622,1.0148,1.017
0.110229,-0.0350,0.0622,1.0126,1.015
0.110576,-0.0338,0.0619,1.0158,1.018
0.115217,-0.0333,0.0624,1.0126,1.015
0.115581,-0.0338,0.0619,1.0119,1.014
0.120213,-0.0338,0.0634,1.0156,1.018
0.121012,-0.0345,0.0634,1.0141,1.017
0.124556,-0.0328,0.0649,1.0144,1.017
0.124872,-0.0345,0.0639,1.0124,1.015
0.131578,-0.0328,0.0634,1.0119,1.014
0.132354,-0.0330,0.0641,1.0141,1.017
0.134516,-0.0333,0.0634,1.0119,1.014
0.134781,-0.0372,0.0653,1.0119,1.015
0.138467,-0.0342,0.0634,1.0129,1.015
0.138655,-0.0335,0.0634,1.0126,1.015
0.143911,-0.0360,0.0636,1.0139,1.016
0.144278,-0.0330,0.0636,1.0134,1.016
0.148526,-0.0328,0.0622,1.0151,1.018
0.148804,-0.0323,0.0634,1.0141,1.017
0.154714,-0.0347,0.0629,1.0114,1.014
0.155696,-0.0335,0.0634,1.0117,1.014
0.157921,-0.0340,0.0644,1.0109,1.014
0.158243,-0.0340,0.0612,1.0119,1.014
0.162753,-0.0342,0.0641,1.0134,1.016
0.163038,-0.0342,0.0629,1.0144,1.017
0.167819,-0.0342,0.0639,1.0126,1.015
0.168195,-0.0340,0.0636,1.0119,1.014
0.172786,-0.0338,0.0636,1.0122,1.015
0.173020,-0.0330,0.0639,1.0139,1.016
0.177377,-0.0345,0.0631,1.0136,1.016
0.177727,-0.0340,0.0644,1.0119,1.015
0.181419,-0.0345,0.0641,1.0126,1.015
0.181662,-0.0335,0.0631,1.0119,1.014
0.193447,-0.0352,0.0639,1.0122,1.015
0.193822,-0.0320,0.0634,1.0141,1.017
0.194032,-0.0335,0.0639,1.0124,1.015
0.194209,-0.0350,0.0631,1.0129,1.015
0.198129,-0.0333,0.0631,1.0139,1.016
0.198912,-0.0333,0.0624,1.0126,1.015
0.201089,-0.0352,0.0622,1.0122,1.015
0.201343,-0.0360,0.0636,1.0156,1.018
0.205782,-0.0352,0.0649,1.0151,1.018
0.206012,-0.0323,0.0631,1.0136,1.016
0.215743,-0.0352,0.0641,1.0109,1.014
0.216077,-0.0338,0.0649,1.0134,1.016
0.216245,-0.0325,0.0641,1.0129,1.015
0.216426,-0.0342,0.0617,1.0144,1.017
0.220287,-0.0350,0.0639,1.0131,1.016
0.220883,-0.0342,0.0622,1.0117,1.014
0.224257,-0.0342,0.0651,1.0136,1.016
0.224500,-0.0345,0.0602,1.0107,1.013
0.228846,-0.0342,0.0644,1.0131,1.016
0.229223,-0.0325,0.0629,1.0158,1.018
0.233658,-0.0318,0.0627,1.0146,1.017
0.234110,-0.0340,0.0629,1.0146,1.017
0.239021,-0.0338,0.0617,1.0126,1.015
0.239372,-0.0342,0.0649,1.0112,1.014
0.243438,-0.0330,0.0641,1.0134,1.016
0.243787,-0.0323,0.0634,1.0129,1.015
0.247978,-0.0335,0.0624,1.0144,1.017
0.248252,-0.0342,0.0646,1.0131,1.016
0.253618,-0.0352,0.0617,1.0141,1.017
0.254334,-0.0330,0.0639,1.0129,1.015
0.258574,-0.0345,0.0624,1.0131,1.016
0.258895,-0.0323,0.0631,1.0129,1.015
0.262980,-0.0350,0.0641,1.0141,1.017
0.263228,-0.0338,0.0631,1.0144,1.017
0.267982,-0.0347,0.0644,1.0141,1.017
0.269673,-0.0338,0.0627,1.0129,1.015
0.271885,-0.0333,0.0629,1.0126,1.015
0.272197,-0.0340,0.0649,1.0119,1.015
0.277456,-0.0340,0.0646,1.0126,1.015
0.278109,-0.0328,0.0641,1.0134,1.016
0.281093,-0.0320,0.0661,1.0139,1.017
0.281358,-0.0311,0.0641,1.0124,1.015
0.288261,-0.0335,0.0617,1.0114,1.014
0.288986,-0.0352,0.0619,1.0126,1.015
0.290898,-0.0340,0.0631,1.0146,1.017
0.291155,-0.0345,0.0656,1.0100,1.013
0.295592,-0.0328,0.0644,1.0124,1.015
0.295775,-0.0320,0.0658,1.0126,1.015
0.300552,-0.0342,0.0641,1.0117,1.014
0.300857,-0.0333,0.0651,1.0134,1.016
0.305151,-0.0340,0.0636,1.0134,1.016
0.305398,-0.0342,0.0646,1.0144,1.017
0.316827,-0.0350,0.0641,1.0134,1.016
0.317283,-0.0330,0.0646,1.0124,1.015
0.317508,-0.0350,0.0629,1.0119,1.014
0.317701,-0.0340,0.0658,1.0148,1.018
0.320062,-0.0306,0.0634,1.0122,1.015
0.320343,-0.0352,0.0627,1.0158,1.018
0.324388,-0.0345,0.0627,1.0129,1.015
0.324807,-0.0342,0.0636,1.0124,1.015
0.329022,-0.0338,0.0646,1.0139,1.016
0.329367,-0.0335,0.0624,1.0144,1.017
0.333803,-0.0333,0.0629,1.0136,1.016
0.334199,-0.0330,0.0639,1.0126,1.015
0.339360,-0.0330,0.0607,1.0129,1.015
