@relation emotion1

@attribute smean numeric
@attribute smax numeric
@attribute smin numeric	
@attribute sstandard_deviation numeric
@attribute svariance numeric	
@attribute srange numeric
@attribute sCV numeric 
@attribute sskewness numeric	
@attribute skurtosis numeric
@attribute squantile25 numeric
@attribute squantile50 numeric
@attribute squantile75 numeric
@attribute smeanCrossingRate numeric
@attribute sPower numeric
@attribute sEntropy numeric	
@attribute sfrequency_ratio numeric
@attribute class {angry,neutral,disgust,happy,sad,fear,surprise}

@data	
0.000183209	0.016962152	-0.017889167	0.004208151	1.77085E-05	0.034851318	2296.908074	-0.076279416	5.032544359	-0.001819833	0.000129851	0.002219432	0.495253165	11.46398786	26.31290991	0.002126748	angry		
0.000172979	0.016165534	-0.015225375	0.004182533	1.74936E-05	0.031390909	2417.945099	0.167739563	4.23717247	-0.001611846	3.23698E-06	0.001934346	0.472266244	11.30479391	25.65818195	0.002567907	angry		
0.000165128	0.017234678	-0.025477314	0.003684198	1.35733E-05	0.042711992	2231.109781	-0.758896166	11.75066776	-0.001104266	0.000187914	0.001437792	0.502377179	8.774033674	26.27009009	0.003058704	angry		
0.000167363	0.048122758	-0.029148994	0.00497117	2.47125E-05	0.077271751	2970.285914	0.952546023	22.82631077	-0.001302088	0.000268764	0.001872318	0.517405063	15.98597835	26.24312861	0.003218565	angry		
0.000162075	0.020007177	-0.028413879	0.004723133	2.2308E-05	0.048421056	2914.158691	-0.414572058	7.881654576	-0.001489995	0.000238715	0.001886629	0.513470681	14.40829977	26.39228345	0.002058279	angry		
0.000168152	0.020446025	-0.026422725	0.004865422	2.36723E-05	0.04686875	2893.457967	-0.566400997	7.33297088	-0.001509563	0.000160541	0.002047118	0.498417722	15.31403198	26.36421631	0.002034358	angry		
0.000168203	0.019965581	-0.028142663	0.005551899	3.08236E-05	0.048108245	3300.716546	-0.490325678	7.364850675	-0.001217059	0.000148529	0.001834361	0.499210111	19.96637227	26.50300128	0.002467181	angry		
0.00017086	0.02131972	-0.029527841	0.004343965	1.887E-05	0.050847562	2542.418777	-0.932516583	10.49838556	-0.001477427	0.000189959	0.001966255	0.507911392	12.2116491	26.22685228	0.002452652	angry		
0.000168097	0.026324324	-0.021793251	0.004086438	1.6699E-05	0.048117574	2430.993507	0.437989481	9.290966097	-0.001490471	5.57178E-05	0.001795668	0.480190174	10.79110211	26.36796524	0.002213004	angry		
0.000153061	0.014296422	-0.01630418	0.004430633	1.96305E-05	0.030600602	2894.687809	-0.350703136	4.000965831	-0.002123869	0.000395659	0.002521686	0.53164557	12.69929761	26.05528182	0.001877085	angry		
0.000165722	0.015710162	-0.017976983	0.003673345	1.34935E-05	0.033687145	2216.576185	-0.348845307	7.499934727	-0.001174922	0.000157578	0.001571864	0.496835443	8.736496129	26.38159645	0.002461618	angry		
0.000169231	0.016092465	-0.018889666	0.003855818	1.48673E-05	0.034982131	2278.437303	-0.345756771	7.725213538	-0.001348245	0.000241097	0.001813465	0.512658228	9.62497106	26.40358954	0.002442965	angry		
0.000169767	0.021894012	-0.01925484	0.004350702	1.89286E-05	0.041148853	2562.744297	-0.037860437	6.292988121	-0.00191127	0.000232581	0.001972386	0.506329114	12.24925745	25.95207034	0.002469482	angry		
0.0001639	0.03061693	-0.028467828	0.006510461	4.23861E-05	0.059084758	3972.205031	-0.017279018	8.73543253	-0.001693139	0.000196696	0.002198017	0.504746835	27.40491368	25.65371925	0.003644225	angry		
0.000161578	0.015778863	-0.015196585	0.005241056	2.74687E-05	0.030975448	3243.677789	-0.005889847	3.372677204	-0.002771956	0.000220088	0.003195231	0.503174603	17.70930399	25.53659553	0.002327202	angry		
0.000164232	0.040332617	-0.036256581	0.008224037	6.76348E-05	0.076589198	5007.570677	0.304956342	6.5655298	-0.002811243	0.000214084	0.002784497	0.507131537	43.6499803	25.71583398	0.002612209	angry		
0.00016842	0.049404465	-0.040060334	0.00576744	3.32634E-05	0.089464799	3424.446657	0.04583659	18.70370853	-0.001393487	0.000200496	0.001806681	0.504731861	21.57946196	26.19286413	0.002434582	angry		
0.000167223	0.021483282	-0.032760438	0.004842308	2.34479E-05	0.054243721	2895.718674	-0.68862006	12.90830665	-0.00108495	0.000126076	0.001441395	0.484992101	15.19288477	26.50677153	0.003119664	angry		
0.000166859	0.046873028	-0.041095678	0.006202023	3.84651E-05	0.087968707	3716.935505	0.258303044	14.20503582	-0.001550498	7.88528E-05	0.002041438	0.448494453	24.83259033	26.09822945	0.002385829	angry		
0.000165653	0.04260551	-0.050472892	0.007133686	5.08895E-05	0.093078402	4306.407828	-0.086678499	12.99329494	-0.001834149	0.000127796	0.002305994	0.499207607	32.84755286	25.6897631	0.002759687	angry		
0.000189258	0.018184976	-0.024060397	0.004937023	2.43742E-05	0.042245374	2608.619619	-0.335157041	6.295389479	-0.001356965	0.000220723	0.001675483	0.505546751	15.74742714	26.04044118	0.003282075	neutral		
0.000173391	0.031289346	-0.02843215	0.006741152	4.54431E-05	0.059721495	3887.82917	0.197544986	7.021961581	-0.001553073	0.000180756	0.00158059	0.503961965	29.33569973	25.80460404	0.002697305	neutral		
0.000169504	0.023089085	-0.022163354	0.005205052	2.70926E-05	0.045252439	3070.747273	-0.02578438	6.976376654	-0.001492489	0.000232067	0.00172532	0.511885895	17.49652344	26.1868732	0.002108151	neutral		
0.000171343	0.024233786	-0.023672437	0.005895699	3.47593E-05	0.047906222	3440.876768	-0.186306641	6.233307293	-0.001857234	0.000133461	0.002103336	0.496038035	22.44286951	26.07647189	0.002256104	neutral		
0.00017571	0.032646398	-0.028909766	0.00765175	5.85493E-05	0.061556164	4354.76928	0.258355839	6.389190136	-0.002193367	0.000157872	0.002355396	0.494453249	37.79125676	25.83854506	0.002551037	neutral		
0.00016872	0.026894946	-0.026308486	0.005586337	3.12072E-05	0.053203432	3311.002505	-0.03710549	7.080582571	-0.001463559	0.000100295	0.001789794	0.483359746	20.15075924	26.55335443	0.002016725	neutral		
0.000164821	0.033164258	-0.041228266	0.007237855	5.23865E-05	0.074392524	4391.341819	-0.00290079	8.254518556	-0.0019915	0.000243327	0.001991414	0.511885895	33.81316123	26.43102657	0.002647197	neutral		
0.000152168	0.025694187	-0.032798532	0.00648353	4.20362E-05	0.058492719	4260.76031	-0.114952924	8.388458227	-0.001363647	0.000155779	0.001650003	0.495238095	27.09026537	26.17955816	0.002745613	neutral		
0.000174796	0.036328176	-0.02767268	0.007706096	5.93839E-05	0.064000856	4408.613642	0.403602643	6.857168195	-0.002212735	0.000136091	0.002144951	0.489698891	38.32949687	25.82872169	0.00243069	neutral		
0.000175274	0.023960845	-0.026652661	0.005364871	2.87818E-05	0.050613506	3060.850657	0.013259529	7.582652433	-0.001475836	0.000137227	0.00166686	0.492868463	18.58759153	26.19851851	0.002044681	neutral		
0.00017188	0.014841361	-0.017006679	0.004214708	1.77638E-05	0.03184804	2452.116779	0.02266414	4.897014267	-0.001740558	0.000131865	0.00202475	0.494453249	11.47884587	26.00484906	0.0022108	neutral		
0.000170293	0.022161023	-0.026650992	0.004961934	2.46208E-05	0.048812015	2913.755853	-0.235829299	7.438472523	-0.001355223	0.000116266	0.001864179	0.489698891	15.90210268	26.15988048	0.002601244	neutral		
0.000170989	0.036662869	-0.022298818	0.005342888	2.85465E-05	0.058961687	3124.698901	0.610583496	9.702539915	-0.001512734	7.33711E-05	0.00184288	0.484126984	18.40551947	26.49661542	0.002361209	neutral		
0.000175657	0.023575971	-0.022848234	0.006219288	3.86795E-05	0.046424205	3540.585851	0.338551754	6.370246783	-0.001754776	0.000161365	0.001642221	0.499207607	24.97288029	26.22245728	0.00238847	neutral		
